dialog_act,utterances,split,actor
informationonobjectdetails,Potato is in the cabinet to the right of the fridge,valid_unseen,User
informationonobjectdetails,Plate is on the brown shelf,valid_unseen,User
informationonobjectdetails,look on the desk close to the window,valid_unseen,User
informationonobjectdetails,mug is inside the fridge.,valid_unseen,User
informationonobjectdetails,lettuce is inside the fridge,valid_unseen,User
informationonobjectdetails,knife is inside the washbasin,valid_unseen,User
informationonobjectdetails,tomato is in the oven,valid_unseen,User
informationonobjectdetails,plate is near toaster,valid_unseen,User
informationonobjectdetails,There is a knife beside the sink,valid_unseen,User
informationonobjectdetails,There is a clean plate in the trash can.,valid_unseen,User
informationonobjectdetails,There is a plate above the coffee pot.,valid_unseen,User
informationonobjectdetails,potato on the wall rack,valid_unseen,User
informationonobjectdetails,knife on chair,valid_unseen,User
informationonobjectdetails,both in front off u,valid_unseen,User
informationonobjectdetails,cabinet above toaster,valid_unseen,User
informationonobjectdetails,the watch is on the cabinets where the lamps are,valid_unseen,User
informationonobjectdetails,by the big chair,valid_unseen,User
informationonobjectdetails,there is another watch on the couch,valid_unseen,User
informationonobjectdetails,by the laptop,valid_unseen,User
informationonobjectdetails,it is inside the fridge,valid_unseen,User
informationonobjectdetails,knife is right next to stove,valid_unseen,User
informationonobjectdetails,plate is in the wooden shelf next to the door,valid_unseen,User
informationonobjectdetails,there is one by the stove,valid_unseen,User
informationonobjectdetails,and the pot is there as well,valid_unseen,User
informationonobjectdetails,one is on the sofa,valid_unseen,User
informationonobjectdetails,the other one is on the single chiar sofa,valid_unseen,User
informationonobjectdetails,ooh behind the statue,valid_unseen,User
informationonobjectdetails,there's a cup there,valid_unseen,User
informationonobjectdetails,look to the left of the stove it's a green cup,valid_unseen,User
informationonobjectdetails,the plant is directly in front of you on the opposite side of the counter to the left,valid_unseen,User
informationonobjectdetails,the watch is behind the small black desk table on the white shelf,valid_unseen,User
informationonobjectdetails,in the drawer below and to the right of the laptop,valid_unseen,User
informationonobjectdetails,there's another watch on the black desk table,valid_unseen,User
informationonobjectdetails,to right of lamp,valid_unseen,User
informationonobjectdetails,mug near the stove,valid_unseen,User
informationonobjectdetails,yes right to the stove,valid_unseen,User
informationonobjectdetails,on the shelf by the door,valid_unseen,User
informationonobjectdetails,there's another on the chair too,valid_unseen,User
informationonobjectdetails,check the fridge and the cabinet to the left of the microwave,valid_unseen,User
informationonobjectdetails,other plate should be in cabinet right behind you,valid_unseen,User
informationonobjectdetails,potato is in sink,valid_unseen,User
informationonobjectdetails,pot is in fridge,valid_unseen,User
informationonobjectdetails,plate is in the cupboard down the coffee machine,valid_unseen,User
informationonobjectdetails,mug is in the oven,valid_unseen,User
informationonobjectdetails,knife is in wash basin,valid_unseen,User
informationonobjectdetails,lettuce beside stove,valid_unseen,User
informationonobjectdetails,tomato is inside the bin infront of fridge.,valid_unseen,User
informationonobjectdetails,"potato is on the stove,",valid_unseen,User
informationonobjectdetails,You can find them on the shelves,valid_unseen,User
informationonobjectdetails,try the green cup on the other side of the island,valid_unseen,User
informationonobjectdetails,mug is in black bin i,valid_unseen,User
informationonobjectdetails,tomato on the wall rack,valid_unseen,User
informationonobjectdetails,knife in the cabinet on the left above the stove,valid_unseen,User
informationonobjectdetails,knife in the cabinet above the stove,valid_unseen,User
informationonobjectdetails,the plate is where the knife is above the stove cabinet,valid_unseen,User
informationonobjectdetails,There is a knife on the middle shelf by the door.,valid_unseen,User
informationonobjectdetails,I think it is in the fridge?,valid_unseen,User
informationonobjectdetails,it should be on the island,valid_unseen,User
informationonobjectdetails,check on the black console with a lamp shade,valid_unseen,User
informationonobjectdetails,bread on counter,valid_unseen,User
informationonobjectdetails,knife in trash,valid_unseen,User
informationonobjectdetails,next to the coffee maker,valid_unseen,User
informationonobjectdetails,check the top cupboard left to the microwave,valid_unseen,User
informationonobjectdetails,did you open the cupboard left to the microwave,valid_unseen,User
informationonobjectdetails,there's one on the counter,valid_unseen,User
informationonobjectdetails,yeah there's another in the fridge,valid_unseen,User
informationonobjectdetails,it's on the top shelf,valid_unseen,User
informationonobjectdetails,yeah it's definitely there,valid_unseen,User
informationonobjectdetails,it's on the very top shelf all by itself,valid_unseen,User
informationonobjectdetails,You can find a potato on the counter to the left of the stove,valid_unseen,User
informationonobjectdetails,You can find the container in the sink,valid_unseen,User
informationonobjectdetails,tomato is the black bin,valid_unseen,User
informationonobjectdetails,knife is on the chair,valid_unseen,User
informationonobjectdetails,next to the bin,valid_unseen,User
informationonobjectdetails,potato is on the other chair,valid_unseen,User
informationonobjectdetails,book is on the table,valid_unseen,User
informationonobjectdetails,There is a clean plate in the top of the fridge.,valid_unseen,User
informationonobjectdetails,There is also a knife in the sink,valid_unseen,User
informationonobjectdetails,In the cabinet below the coffee maker,valid_unseen,User
informationonobjectdetails,There is a clean bowl on the brown shelf.,valid_unseen,User
informationonobjectdetails,the pensil is in the grey bin by the desk,valid_unseen,User
informationonobjectdetails,There is one on the desk in a bowl.,valid_unseen,User
informationonobjectdetails,on the book shelf,valid_unseen,User
informationonobjectdetails,the potato is in the cabinet under coffee machine,valid_unseen,User
informationonobjectdetails,2... one is on the table next to the lamp  under the shelf,valid_unseen,User
informationonobjectdetails,yes in the box to the right,valid_unseen,User
informationonobjectdetails,pillow is on the brown desk,valid_unseen,User
informationonobjectdetails,the one with the laptop,valid_unseen,User
informationonobjectdetails,bowl is on the conter left of the stove,valid_unseen,User
informationonobjectdetails,the bread is in the black bin,valid_unseen,User
informationonobjectdetails,knife is in the cupboard above the toaster,valid_unseen,User
informationonobjectdetails,plate is just beside the wash basin,valid_unseen,User
informationonobjectdetails,There is a mug above the toaster.,valid_unseen,User
informationonobjectdetails,in cabinet above the toaster,valid_unseen,User
informationonobjectdetails,The mug is in cabinet above the toaster,valid_unseen,User
informationonobjectdetails,The plate is in the fridge,valid_unseen,User
informationonobjectdetails,above coffee pot,valid_unseen,User
informationonobjectdetails,it's on the white shelf next to the couch,valid_unseen,User
informationonobjectdetails,There is a knife in the sink.,valid_unseen,User
informationonobjectdetails,that is in the sink too,valid_unseen,User
informationonobjectdetails,and the lettuce is in the black trash can,valid_unseen,User
informationonobjectdetails,The plate is on the counter next to the statue figurine,valid_unseen,User
informationonobjectdetails,On the counter behind you,valid_unseen,User
informationonobjectdetails,next to the statue figurine,valid_unseen,User
informationonobjectdetails,a tomato is on the chair,valid_unseen,User
informationonobjectdetails,a knife is in the trash cam,valid_unseen,User
informationonobjectdetails,can,valid_unseen,User
informationonobjectdetails,right there,valid_unseen,User
informationonobjectdetails,there is a potato in the sink,valid_unseen,User
informationonobjectdetails,The box is on the couch,valid_unseen,User
informationonobjectdetails,There is a remote control on the cabinet,valid_unseen,User
informationonobjectdetails,the tomoto is on the shelf against the wall,valid_unseen,User
informationonobjectdetails,the potato is on the top shelf agains the wall,valid_unseen,User
informationonobjectdetails,lettuce on the chair,valid_unseen,User
informationonobjectdetails,knife in the sink,valid_unseen,User
informationonobjectdetails,plate in the cabinet above the coffeemaker,valid_unseen,User
informationonobjectdetails,looks like its in the sink,valid_unseen,User
informationonobjectdetails,The mug is on the counter by the sink,valid_unseen,User
informationonobjectdetails,a knife should be in there too,valid_unseen,User
informationonobjectdetails,check below the coffee machine,valid_unseen,User
informationonobjectdetails,check the drawers to the left of the stove,valid_unseen,User
informationonobjectdetails,there is also one on the shelf near the door,valid_unseen,User
informationonobjectdetails,potato is in the black bin where the lettuce was,valid_unseen,User
informationonobjectdetails,box is on the soda,valid_unseen,User
informationonobjectdetails,sofa,valid_unseen,User
informationonobjectdetails,at the  other end,valid_unseen,User
informationonobjectdetails,is another watch,valid_unseen,User
informationonobjectdetails,on the sofa,valid_unseen,User
informationonobjectdetails,Its in the dust bin,valid_unseen,User
informationonobjectdetails,there is a knife in the fridge,valid_unseen,User
informationonobjectdetails,the knife is on the counter in the center of the room,valid_unseen,User
informationonobjectdetails,the lettuce is by the toaster,valid_unseen,User
informationonobjectdetails,tomato is also by the toaster,valid_unseen,User
informationonobjectdetails,the plate is on the center counter,valid_unseen,User
informationonobjectdetails,there's another on the other bottom shelf,valid_unseen,User
informationonobjectdetails,of the white shelf,valid_unseen,User
informationonobjectdetails,it's under,valid_unseen,User
informationonobjectdetails,under that cushion,valid_unseen,User
informationonobjectdetails,inside the cabinet above the microwave,valid_unseen,User
informationonobjectdetails,the knife is inside the sink,valid_unseen,User
